"","immune","endo","fibro","classic","basal"
"HDAC1",0,0,0,0.580598437961232,0.743086344989574
"MARCKSL1",0,1.1304254230779,0,1.02071352373951,0
"TMEM54",0,0,0,0,0.493773902144081
"RNF19B",0,0,0,0,0.342333536371204
"AK2",0,0,0,0.416380159504976,1.09247242221342
"PHC2",0,0,0,0,0.675738499389729
"GJB3",0,0,0,0,0.67953086596035
"SFPQ",1.03726639890734,0.865914175480965,0.551567212432151,0.690609711385055,1.14102368163313
"ZMYM4",0,0,0,0,0.494080958575941
"KIAA0319L",0,0,0,0,0.526701156658577
"PSMB2",0,0,0,0.518955930659549,0.743028543897543
"TRAPPC3",0,0,0,0,0.612840167347669
"MAP7D1",0,0,0,0,0.661632943337621
"THRAP3",0.947800422327004,0,0,0.502913145115268,1.08054424019928
"MRPS15",0,0,0,0,0.820776969007238
"MEAF6",0,0,0,0,0.314043462043532
"GNL2",0,0,0,0,0.34841702367516
"C1orf122",0,0,0,0,0.552676604636767
"SF3A3",0,0,0,0,0.560560277766507
"AKIRIN1",0,0,0,0,0.429026753993799
"NDUFS5",0.759649560937974,1.37233957589679,1.73977910791461,1.33952097720322,1.27118905687696
"MACF1",1.45995949615663,0.773757978894939,0,0.756846312870389,1.34020170213404
"PABPC4",0,0,0,0,0.906562336249865
"CAP1",1.91930328091855,1.0700815665459,1.11141946816711,1.24223851750494,2.10726440960799
"PPT1",0.756215362689197,0,0,0,0.492335112368358
"ZMPSTE24",0,0,0,0,0.364895679224976
"SMAP2",0.977197978595623,0,0,0,0
"PPCS",0,0,0,0.469883845662358,0.607997739685259
"YBX1",1.51468461142726,1.91250791299801,2.0725942977232,1.44199863677859,1.88330072238117
"SLC2A1",0,0,0,0.485208726256281,1.1093940642714
"EBNA1BP2",0,0,0,0,0.525483330197636
"TIE1",0,1.00766835329902,0,0,0
"PTPRF",0,0,0,0.946496074570699,1.55112663210599
"ATP6V0B",0.934082997401472,0.729617462200777,0.820812668302052,0.953644647569038,1.20703817392681
"RPS8",2.51283357722681,3.12278926107386,3.31455561603058,2.57832300418379,3.11107088557059
"UROD",0,0,0,0,0.527421342895668
"PRDX1",0.752872925911363,1.53428715793803,1.55295971116337,1.42373110755367,1.58912219436956
"AKR1A1",0,0,0,0.380735844560741,0.918516497523683
"NASP",0,0,0,0,0.698947222037074
"GPBP1L1",0,0,0,0,0.561206125894989
"TSPAN1",0,0,0,1.3877102830254,1.42709102283036
"POMGNT1",0,0,0,0,0.412624354905339
"UQCRH",0.876601961380357,1.1502229256926,1.31994977596351,1.41358406141637,1.94074228925805
"EFCAB14",0,0,0,0.450734822828123,0.841774343081023
"PDZK1IP1",0,0,0,0.830986049903606,0
"CMPK1",0,0.269332453101152,0.408371849559666,0.952681507459851,0.494080958575941
"FAF1",0,0,0,0,0.385053573265364
"RNF11",0,0,0,0,0.233625816610796
"OSBPL9",0,0,0,0,0.231082423107142
"NRD1",0,0,0,0,1.1093940642714
"TXNDC12",0,0,0,0,0.622447473757086
"PRPF38A",0,0,0,0,0.35353175654017
"SCP2",0,0.653067345058792,0.792461076974908,0.880376080073495,0.447338112799978
"TMEM59",0.667658904884958,1.40256229874785,1.41506899561151,1.43291470980356,1.0376193042572
"MRPL37",0,0,0,0,0.412624354905339
"PPAP2B",0,1.44681738521287,0,0,0
"TACSTD2",0,0,0,1.63556439589546,1.97871505267367
"JUN",1.96263787486274,1.65743433073093,1.40294851293045,1.46490282704309,1.06647634486271
"NFIA",0,0.54880720915284,0,0,0
"INADL",0,0,0,0,0.486809441068517
"USP1",0,0,0,0,0.243619100401801
"JAK1",1.56071546606206,0,0,0.732382652206323,0.755317023607327
"LEPROT",0,1.1359620101294,0.931651494101865,0.536596911304339,0.561122079295398
"GNG12",0,0,0,0.495108860552943,0.56954332269584
"SRSF11",1.09304345963848,1.01127095540411,0.823891455734302,0.933708119566073,1.20587133113598
"ZRANB2",0,0,0,0.251814171426404,0.418661761628387
"USP33",0,0,0,0,0.393893059086526
"FUBP1",0,0,0,0,0.806031053073792
"ELTD1",0,1.14757480021277,0,0,0
"GNG5",0,1.43062405624102,1.07689357568465,1.04989715761715,0.643140230923982
"CYR61",0,0,1.10303478928153,0,0
"SH3GLB1",0,0.849062535422057,0,0.655051940166398,0.745192848278161
"SEP15",0,0.826258801315565,0.97738786970694,0.858885659744786,0.72357771912659
"LMO4",0,0,0,0.58749348220526,0.451549188109314
"PKN2",0,0,0,0,0.342333536371204
"ZNF644",0,0,0,0,0.372654545711993
"RPL5",2.19600645765762,2.39698673240978,2.60809173814347,2.03278288866632,2.15892910181972
"BCAR3",0,0,0,0,0.419427948955861
"DNTTIP2",0,0,0,0,0.612840167347669
"ARHGAP29",0,1.15982705938942,0,0,0
"F3",0,0,0,0,0.493773902144081
"CNN3",0,1.59999596018898,1.60212825036569,0,0.458136655739465
"S1PR1",0,1.28833423253366,0,0,0
"PRPF38B",0.919240852921635,0,0,0.328371136647452,0.561206125894989
"SARS",0,0,0,0.407534928437911,0.691762562075493
"PSMA5",0,0,0,0.420035804559814,0.552676604636767
"GNAI3",0,0,0,0,0.525483330197636
"AHCYL1",0,0,0,0.474296682552179,0.581944766216518
"LAMTOR5",0,1.05977620509861,0.994629830410988,1.03588677042136,0.68759381444339
"CD53",1.49600115062546,0,0,0,0
"ATP5F1",0,0.45984928805784,0.681577384680465,0.517404420445964,0.637708592854251
"RAP1A",0.971447837622666,0.758833259807946,0,0,0.222589933959378
"CAPZA1",0.908944209235064,0,0,0.662488127450784,0.719149658572866
"RHOC",0,1.54940861173642,1.25204985759081,1.37454171580015,1.16976482846486
"CSDE1",1.63753974531612,1.09584402484623,1.06488841509646,1.24960973758267,1.39498185674051
"ATP1A1",1.00397431323922,1.42897929428098,0.911117528566907,1.66651546689931,1.5613762921168
"MAN1A2",0,0,0,0,0.4188841975468
"PDE4DIP",0,0,0,0,0.68759381444339
"TXNIP",2.50644480133913,2.33019915325373,1.18303593850219,1.98477094359493,2.93059481168929
"RBM8A",0,1.01583003673952,0.756486079872167,0.647385991930194,0.659393709311521
"PIAS3",0,0,0,0,0.324782646078472
"CHD1L",0,0,0,0,0.526701156658577
"APH1A",0,0,0,0.499211051962158,0.558429089507962
"MRPS21",0,0.955512143044661,1.09941642275929,0.920678113737021,0.852203964516949
"RPRD2",0,0,0,0,0.380515090441247
"MCL1",1.59393985573419,1.28947699122962,1.07780121171248,1.03982701695506,1.36846890645342
"ENSA",0.854990206010359,0.665997980809252,0,0.902023271309087,1.22625517444784
"CTSS",1.73435404015424,0,0,0.609232835523451,0.243619100401801
"CERS2",0,0,0,0,0.657102981703826
"CDC42SE1",0,0,0,0,0.742370275346168
"SCNM1",0,0,0,0,0.314043462043532
"VPS72",0,0,0,0,0.342333536371204
"PSMD4",0,0,0.519341646256852,0.717212653573712,1.06175181676558
"PSMB4",0.759528509677599,0,0,0.764832070925611,1.40360340001228
"SNX27",0,0,0,0,0.353664413314045
"MRPL9",0,0,0,0,0.612840167347669
"S100A10",1.30827444423789,2.23909351320888,1.36115332736317,2.53457224261163,2.41256905039555
"S100A11",0.926828813208664,2.1571806787819,2.34105264977924,2.31301155061631,1.88330072238117
"S100A6",1.59770199151674,2.41421804333036,3.24295410415923,3.77914528809352,2.65362131505471
"S100A4",1.51242817599369,0,1.40292116431446,0.896609791372447,0
"S100A2",0,0,0,0,2.9316728483434
"S100A16",0,1.24654802077958,0,1.26925500801287,1.96421709794672
"S100A14",0,0,0,1.06251637500097,1.18018026760405
"S100A13",0,1.27619472352946,0.932818772677016,0.811416641008279,0.576699265092143
"CHTOP",0,0,0,0,0.697576420738449
"ILF2",0,0,0,0.493256735588809,1.16465860207112
"SLC39A1",0,0,0,0.326931513877163,0.657102981703826
"JTB",0.827024261529772,0.790382570944484,0.986226572884628,1.0838013649387,1.20131935678067
"RAB13",0,1.297347006007,0.862239148365843,0.583289070673415,0.662371485460349
"RPS27",0.964864281724534,3.65094110643464,3.90083366120589,1.68543751215063,1.05825877978968
"TPM3",1.70713515610657,1.26888691872282,0,1.3457280484604,1.90108308640178
"C1orf43",0,0.523426800261561,0,0.810808726825226,1.1622120683371
"UBAP2L",0,0,0,0,0.833446445666885
"HAX1",0,0,0,0,0.614403860961253
"UBE2Q1",0,0,0,0,0.781315090299981
"ADAR",1.20539802156231,0.550189576193048,0,0.905376398931444,1.56924163324963
"SHC1",0,0,0,0,0.719365667535453
"FLAD1",0,0,0,0,0.556812411390595
"ADAM15",0,0.899670314441613,0,0,0.192386211898337
"EFNA1",0,0.744803219033982,0,0.385383237485813,0.458136655739465
"DPM3",0,0,0,0,0.231082423107142
"KRTCAP2",0,1.0567665505129,1.02301857841828,0,0
"MUC1",0,0,0,1.57395099056405,1.0376193042572
"SCAMP3",0,0,0,0,0.34841702367516
"FDPS",0,0.72007024569127,0,0.413239915523821,0.781315090299981
"ASH1L",0,0,0,0.504297208494747,1.13495731428951
"DAP3",0,0,0,0,0.79961746556495
"SSR2",0.948672141377195,1.01313869874545,1.32348660754015,1.02025022923221,1.24543069032279
"LAMTOR2",0,0,0,0.470796383939775,0.498040915799542
"RAB25",0,0,0,0.638099544065406,0.637708592854251
"LMNA",0,1.51493843300492,1.67398552431886,1.48922855813181,1.81118739678147
"SMG5",0,0,0,0,0.486809441068517
"CCT3",0,0,0.605871319568539,0.941269426540417,1.80183004779165
"APOA1BP",0,0,0,0,0.997771557099066
"GPATCH4",0,0,0,0,0.396471890115633
"ISG20L2",0,0,0,0,0.501149816060686
"MRPL24",0,0,0,0,0.777005705482724
"HDGF",0,0,0,0.930696593281939,1.8741997299719
"IFI16",1.25859702893274,1.47260942295306,0.879189810983524,0.31167118871346,1.26121975459552
"DUSP23",0,0,0,0,0.565655156858703
"TAGLN2",0.849283730812611,1.79988889043238,1.42328906497642,1.78331663054285,1.73820639849806
"PEA15",0,0.844678041333888,0,0,0.571080491464698
"COPA",0,0,0,0.667751702577519,1.27211260883137
"NCSTN",0,0,0,0,0.364895679224976
"CD48",0.678190158972998,0,0,0,0
"TSTD1",0,0,0,0.727325288466271,0.602989837698655
"ARHGAP30",1.39187016358521,0,0,0,0
"PFDN2",0,0.716148613864312,0.859441762284675,0.614530665190686,0.698947222037074
"UFC1",0,0.749415019760865,0.741989897999421,0.87488582498649,0.992754634691762
"NDUFS2",0,0,0,0.339666556362318,0.67953086596035
"FCER1G",0.963659343840292,0,0,0,0
"SDHC",0,0,0.566458683826318,0,0
"ATF6",0,0,0,0,0.698479505089598
"UHMK1",0,0,0,0.376355792684109,0.990036210065473
"RGS5",0,0,0.329467104617097,0,0
"MGST3",0,1.24504900873769,1.40901110714059,0.917541914918633,0.378554308476426
"ALDH9A1",0,0,0,0,0.561122079295398
"TMCO1",0,0.590593370005675,0.707213164632413,0.924773921801981,0.850142225190528
"POGK",0,0,0,0,0.387250247781657
"CREG1",0,0,0,0,0.596889458576281
"RCSD1",0.915811000514511,0,0,0,0
"MPZL1",0,0,0,0,0.624052183467695
"MPC2",0,0,0,0.308058797653092,0.429026753993799
"DCAF6",0,0,0,0,0.378554308476426
"TIPRL",0,0,0,0,0.412624354905339
"SFT2D2",0,0,0,0,0.556812411390595
"ATP1B1",0,0,0,1.77206873881504,1.67098755720091
"PRRC2C",1.74906769330771,0.959124527564624,0.644483557957112,1.26577093128832,2.21878063085895
"SUCO",0,0,0,0,0.233625816610796
"PRDX6",0,0.63855109827331,1.12824613397633,0.83356651081839,1.30457142453998
"RABGAP1L",0,0,0,0,0.243619100401801
"CACYBP",0,0,0,0.377019073346547,0.878352692436821
"RASAL2",0,0,0,0,0.448133082498893
"FAM20B",0,0,0,0,0.481479675361514
"TOR1AIP2",0,0,0,0.492174986812868,0.904631380429511
"TOR1AIP1",0,0,0,0,0.35393635795615
"CEP350",0.734012511085928,0,0,0,1.00318984973506
"QSOX1",0,0,0,1.03652225927254,0.828983557320586
"ACBD6",0,0,0,0,0.589999647441075
"STX6",0,0,0,0,0.413056534197514
"IER5",0,0,0,0,0.607997739685259
"GLUL",0.954036971577283,1.06557213710958,0.858363675790623,0.800086981823636,1.55297439246678
"DHX9",0,0,0,0,0.900044249663572
"LAMC1",0,0,0.529107842823885,0,0.612840167347669
"LAMC2",0,0,0,0.930580485692639,2.03659212678664
"SMG7",0,0,0,0,0.704512817342995
"ARPC5",1.451139207884,0.935382255958978,1.01644673928816,1.11315435215941,1.2922477429124
"EDEM3",0,0,0,0,0.448133082498893
"IVNS1ABP",0,0,0,0,0.743086344989574
"TPR",0.973390587419305,0,0,0.688258288364619,1.38907579497472
"RGS1",1.16701501555251,0,0,0,0
"RGS2",0.650328614892255,0,0,0,0
"TROVE2",0,0,0,0,0.423020254259858
"CDC73",0,0,0,0,0.35353175654017
"CFH",0,0,0,0,0.64775473677543
"PTPRC",2.63271985032604,0,0,0,0
"CAMSAP2",0,0,0,0,0.364895679224976
"PKP1",0,0,0,0,0.401766292794707
"LAD1",0,0,0,0.9009692794107,1.4660807111218
"PHLDA3",0,0,0,0,0.552676604636767
"CSRP1",0,0,0.597495918873925,0,0.57655114648406
"IPO9",0,0,0,0,0.314043462043532
"RNPEP",0,0,0,0,0.429176330625369
"ELF3",0,0,0,1.99876760557464,0.498040915799542
"KDM5B",0,0,0,0,0.712877423357794
"ADIPOR1",0,0,0,0.313783118630935,0.643140230923982
"ATP2B4",0,0,0,0,0.429026753993799
"ZC3H11A",0,0,0,0.441698214464345,0.675738499389729
"SNRPE",0,0.80887561682266,0.897425170368191,0.329041702066787,0
"PPP1R15B",0,0,0,0,0.263175626355656
"ELK4",0,0,0,0,0.263175626355656
"NUCKS1",1.13898398007579,1.16530466481665,1.25634664267331,1.30992183636471,1.81322383169409
"CTSE",0,0,0,1.20812757483209,0
"RASSF5",0.947606940532617,0,0,0,0
"MAPKAPK2",0,0,0,0,0.393893059086526
"CD55",0,0,0,1.00443167335265,0.990036210065473
"CD46",0,0,0,0.954306980451198,0.940126712270923
"CD34",0,1.01414541446587,0,0,0
"LAMB3",0,0,0,1.25675044865601,2.22187929786515
"IRF6",0,0,0,0,0.829165469897672
"LPGAT1",0,0,0,0,0.393893059086526
"NENF",0,0,1.06932933173524,0.479652494370795,0.614403860961253
"PTPN14",0,0,0,0,0.486809441068517
"EPRS",0,0,0,0.462473372013747,1.09120092599847
"IARS2",0,0,0,0,0.743549092459195
"RAB3GAP2",0,0,0,0,0.314043462043532
"MIA3",0,0,0,0,0.42043901977078
"BROX",0,0,0,0,0.34841702367516
"CAPN8",0,0,0,0.379956437520366,0
"CAPN2",0,0,0,1.36444360254665,1.78301123165956
"CNIH4",0,0,0,0.420322954755255,0.659393709311521
"WDR26",0,0,0,0,0.354869229332926
"ENAH",0,0,0,0,0.552676604636767
"SRP9",0,0.839601273995291,0.847412164245355,0.64949779895994,0.353664413314045
"H3F3A",0,2.80765289707114,2.35763629271498,0.305920417205967,0
"ACBD3",0,0,0,0.410144233332223,0.828256749591384
"PARP1",0,0,0,0.209345539994011,0.821537556757636
"CDC42BPA",0,0,0,0.412500745400602,0.385053573265364
"ARF1",1.24751995677815,1.31647973592123,1.26590793404052,1.53799302778793,1.55578048865207
"MRPL55",0,0,0,0,0.467467639223966
"GUK1",1.17345373769439,1.80458204765787,1.48956183574779,1.71904609573012,1.50748278369276
"RNF187",0,0,0,0,0.679626841362466
"RAB4A",0,0,0,0,0.35393635795615
"GALNT2",0,0,0,0,0.552676604636767
"GNPAT",0,0,0,0,0.231082423107142
"EGLN1",0,0,0,0,0.380515090441247
"KCNK1",0,0,0,0.262969106969847,0.42043901977078
"IRF2BP2",0.738548836339225,0.835031857071058,0,0.77638740107992,0.811138605989313
"TOMM20",0,0.669619312833761,0.766277783686408,0.984660471805558,1.2061081418425
"ARID4B",0.588819640051185,0,0,0.494521660644396,0.615525833004043
"LYST",0,0,0,0,0.34841702367516
"LGALS8",0,0,0,0,0.614822886852919
"HEATR1",0,0,0,0,0.698947222037074
"ADSS",0,0,0,0,0.561122079295398
"DESI2",0,0,0,0,0.378293449313473
"HNRNPU",1.53918040479753,0.963033071320117,0.792990088121792,1.2050543123309,1.70713515610657
"SH3YL1",0,0,0,0.481834588861717,0.418661761628387
"ACP1",0,0,0,0.538090376099154,0.66562998489558
"ADI1",0,0,0,0,0.451549188109314
"RPS7",0.746105016315953,2.74570606872535,2.76417991390473,1.3540164587121,0.745192848278161
"ID2",1.22996567292139,1.12927102833555,0,0,0
"KIDINS220",0,0,0,0,0.448133082498893
"MBOAT2",0,0,0,0,0.349511872251605
"ASAP2",0,0,0,0,0.643140230923982
"ITGB1BP1",0,0,0,0,0.233625816610796
"ADAM17",0,0,0,0,0.447338112799978
"YWHAQ",0,0.796317096291278,1.15096252773739,0.755781266740309,1.06522859830239
"PDIA6",0.991313462188968,0.953119629917536,0.950277073374004,1.17807558284504,1.55595750119255
"ROCK2",0,0,0,0,0.675738499389729
"TRIB2",0,0,0,0,0.622447473757086
"DDX1",0,0,0,0,0.809267152470309
"LAPTM4A",0,1.57719409250818,2.07952755830712,1.13946550709821,0.907883951036581
"SDC1",0,0,0,0.81849825081779,1.34718181177226
"PUM2",0,0,0,0,0.497863729994237
"RHOB",0,1.0278356950129,0.731791845232011,0.89600728768183,0.401766292794707
"SF3B14",0,0.820587065868957,0.936259270465598,0.756345394269084,0.715524797099931
"ITSN2",0.35929569077526,0,0,0,0.184102159471483
"RAB10",0,0,0,0.758018873269759,1.28049346152679
"HADHA",1.01983431693427,0,0,0.589105265251265,1.10451359334797
"HADHB",0,0,0,0,0.458136655739465
"OST4",0.877134600699997,1.69085174771576,1.87964618941973,1.2784332844081,0.924735672525375
"EMILIN1",0,0,0.837665484197911,0,0
"ATRAID",0,0.692949222447522,0.930859667136664,0.51153337097862,0.631462815267383
"SNX17",0,0,0,0,0.596816071621513
"PPM1G",0,0,0,0.476923635135297,0.995435469372427
"NRBP1",0,0,0,0,0.494080958575941
"MRPL33",0,1.19089752074808,0.788054010966797,0,0
"FOSL2",0,0.791721963604303,0,0,0.231082423107142
"PPP1CB",0.582502636755514,0.69337237008075,0.828184142867963,0.948429890963053,1.00318984973506
"WDR43",0,0,0,0,0.755317023607327
"YPEL5",0,0,0,0,0.481479675361514
"XDH",0,0,0,0,0.237437643440408
"DPY30",0,0,0,0.541118402746967,0.465870961959735
"BIRC6",0,0,0,0,0.715524797099931
"CRIM1",0,0.669375331304177,0,0,0
"EIF2AK2",0,0,0,0.281210770163743,0.614822886852919
"CEBPZ",0,0,0,0,0.622447473757086
"CDC42EP3",0,0.39771931621093,0,0,0.35353175654017
"SRSF7",0.946254939009823,0.924668616656677,0.775867511692787,0.597019107230399,0.771149399956367
"EML4",0.661655642262333,0,0,0.168919373937289,0.728284685694452
"COX7A2L",0,0.601944358674323,0.9057715643028,0.33180317417616,0
"ZFP36L2",1.45201562357044,1.34100027947946,0.889645353844478,0.994531088857121,0.622447473757086
"LRPPRC",0,0,0,0,1.15930125268211
"EPAS1",0,2.19082658053699,0.688600459336382,0,0.497535011767406
"MCFD2",0,0,0,0,0.761226914213786
"CALM2",1.5008577815123,1.84060573543435,2.46151647224301,2.11852528078241,1.83115487012744
"EPCAM",0,0,0,2.03405073981476,1.28083129920964
"ERLEC1",0,0,0,0.463044257479283,0.697576420738449
"PSME4",0,0,0,0,0.697576420738449
"SPTBN1",0,1.75440566318578,0.811034586717849,1.50857855634897,1.9237001498108
"RTN4",1.13295575489313,1.32674099093757,1.44967217991553,1.33952990266985,1.50112868663941
"RPS27A",1.70815189712004,3.27234247957478,3.35904506391907,2.03601421569855,1.54203004897093
"MTIF2",0,0,0,0,0.353664413314045
"SMEK2",0,0,0,0,0.728284685694452
"USP34",0,0,0,0.22488211315933,0.725123160867399
"XPO1",0,0,0,0.364409364293842,0.988391678768109
"CCT4",0,0,0,0.542834425238173,0.912363800506193
"EHBP1",0,0,0,0,0.384566349631986
"MDH1",0,0,0.378393675714317,0.295714444022997,0.565638727909619
"UGP2",0,0,0,0.59760812547557,0.691762562075493
"AFTPH",0,0,0,0,0.413056534197514
"RAB1A",0,0.858519919537103,0.970250662540188,0.915092418790058,0.868172262432296
"ACTR2",1.60752067267123,0.709121407770522,0,0.947091422299056,1.187267616669
"PLEK",0.613771566658997,0,0,0,0
"GFPT1",0,0,0,0.59913706043951,0
"ANXA4",0,0.469260893648761,0,1.68574896579637,0.88512403361823
"PCBP1",1.35119793049337,1.31066828573547,1.20601250825029,1.19723152031604,1.06175181676558
"PCYOX1",0,0,0,0,0.755317023607327
"SNRPG",0,1.21339968157571,1.0829300477123,0.492530535467054,0
"TGFA",0,0,0,0,0.364895679224976
"MPHOSPH10",0,0,0,0,0.342333536371204
"ZNF638",0,0,0,0.345795804507842,0.870922576205968
"CCT7",0,0,0.546744062726566,0.544667079222227,1.1093940642714
"MOB1A",1.03212028863272,0,0,0.463595625296619,0.654196120949671
"MTHFD2",0,0,0,0,0.401766292794707
"DCTN1",0,0,0,0,0.384566349631986
"AUP1",0,0,0,0.742105382584453,0.995435469372427
"REG1A",0,0.744941432191046,0,0,0
"SUCLG1",0,0,0,0,0.614199434407249
"TMSB10",3.05988962449446,4.17898439325882,3.41367961296937,3.53476398054002,2.91514956403962
"KCMF1",0,0,0,0,0.51426242233731
"TGOLN2",1.249824330442,0.426951911772915,0,0.948510781724731,1.05825877978968
"CAPG",0.718206207558858,0,0,0.805517188981792,0.990443834454818
"MAT2A",0,0,0,0.248455900046653,0.359936234821816
"VAMP8",1.45477815542139,0,0,1.41801373698208,1.27749930882602
"VAMP5",0,1.3941839555524,0,0,0
"RNF181",0,0.522645602499362,0.748567536269343,0.6219277780548,0.592527911121271
"USP39",0,0,0,0,0.380515090441247
"PTCD3",0,0,0,0,0.401766292794707
"IMMT",0,0,0,0,0.848977570650431
"CHMP3",0,0,0,0.804548408685621,0.878352692436821
"MRPS5",0,0,0,0,0.429176330625369
"PROM2",0,0,0,0,0.636114282511617
"STARD7",0,0,0,0,0.56954332269584
"CIAO1",0,0,0,0,0.614822886852919
"SNRNP200",0,0,0,0.374793366492027,0.725123160867399
"COX5B",1.09901244873748,1.78560552187604,1.60043249686043,1.67854871753286,1.53867399814735
"TMEM131",0,0,0,0,0.349511872251605
"EIF5B",0.574926986426654,0.993691806017265,0.845189579127144,1.02547872802942,1.16526569642801
"RPL31",2.4572235330968,2.97017484746312,3.11300942018342,2.68488827519908,2.36842359164067
"RNF149",0,0,0,0,0.419427948955861
"MAP4K4",0,0,0,0,0.88512403361823
"FHL2",0,0,0.363567034215391,0.608646774283729,0.492335112368358
"NCK2",0,0,0,0,0.237437643440408
"UXS1",0,0,0,0,0.393893059086526
"GCC2",0,0,0,0.853730196138028,0.556812411390595
"LIMS1",0,0,0.722839158680025,0,0.728284685694452
"RANBP2",0,0,0,0,0.657102981703826
"SEPT10",0,0,0,0,0.429026753993799
"MIR4435-1HG",0,0,0,0,0.401766292794707
"SLC20A1",0,0,0,0,0.806031053073792
"ACTR3",1.46454477007521,0.558435757228981,0.775714002993605,0.914823285939004,1.14757311586381
"DDX18",0,0.709226215579142,0.563202238497741,0.664788369611569,0.869900791012632
